Index       FREQ            VDB(VOUT)         VM(VOUT)     
480      6.30957344e+04    2.36056724e+01    1.51455001e+01
481      6.45654229e+04    2.36056622e+01    1.51454823e+01
482      6.60693448e+04    2.36056515e+01    1.51454637e+01
483      6.76082975e+04    2.36056403e+01    1.51454442e+01
484      6.91830971e+04    2.36056286e+01    1.51454238e+01
485      7.07945784e+04    2.36056163e+01    1.51454024e+01
486      7.24435960e+04    2.36056035e+01    1.51453800e+01
487      7.41310241e+04    2.36055900e+01    1.51453565e+01
488      7.58577575e+04    2.36055760e+01    1.51453320e+01
489      7.76247117e+04    2.36055612e+01    1.51453063e+01
490      7.94328235e+04    2.36055458e+01    1.51452794e+01
491      8.12830516e+04    2.36055296e+01    1.51452512e+01
492      8.31763771e+04    2.36055127e+01    1.51452216e+01
493      8.51138038e+04    2.36054949e+01    1.51451907e+01
494      8.70963590e+04    2.36054764e+01    1.51451584e+01
495      8.91250938e+04    2.36054569e+01    1.51451245e+01
496      9.12010839e+04    2.36054366e+01    1.51450890e+01
497      9.33254301e+04    2.36054153e+01    1.51450518e+01
498      9.54992586e+04    2.36053930e+01    1.51450129e+01
499      9.77237221e+04    2.36053696e+01    1.51449722e+01
500      1.00000000e+05    2.36053451e+01    1.51449295e+01
501      1.02329299e+05    2.36053195e+01    1.51448848e+01
502      1.04712855e+05    2.36052927e+01    1.51448381e+01
503      1.07151931e+05    2.36052646e+01    1.51447891e+01
504      1.09647820e+05    2.36052352e+01    1.51447378e+01
505      1.12201845e+05    2.36052044e+01    1.51446841e+01
506      1.14815362e+05    2.36051721e+01    1.51446278e+01
507      1.17489755e+05    2.36051383e+01    1.51445690e+01
508      1.20226443e+05    2.36051030e+01    1.51445073e+01
509      1.23026877e+05    2.36050659e+01    1.51444427e+01
510      1.25892541e+05    2.36050272e+01    1.51443751e+01
511      1.28824955e+05    2.36049866e+01    1.51443043e+01
512      1.31825674e+05    2.36049441e+01    1.51442302e+01
513      1.34896288e+05    2.36048995e+01    1.51441526e+01
514      1.38038426e+05    2.36048529e+01    1.51440713e+01
515      1.41253754e+05    2.36048041e+01    1.51439862e+01
516      1.44543977e+05    2.36047530e+01    1.51438971e+01
517      1.47910839e+05    2.36046995e+01    1.51438038e+01
518      1.51356125e+05    2.36046434e+01    1.51437061e+01
519      1.54881662e+05    2.36045847e+01    1.51436037e+01
520      1.58489319e+05    2.36045233e+01    1.51434966e+01
521      1.62181010e+05    2.36044590e+01    1.51433844e+01
522      1.65958691e+05    2.36043916e+01    1.51432670e+01
523      1.69824365e+05    2.36043210e+01    1.51431440e+01
524      1.73780083e+05    2.36042472e+01    1.51430152e+01
525      1.77827941e+05    2.36041698e+01    1.51428803e+01
526      1.81970086e+05    2.36040888e+01    1.51427391e+01
527      1.86208714e+05    2.36040040e+01    1.51425913e+01
528      1.90546072e+05    2.36039152e+01    1.51424364e+01
529      1.94984460e+05    2.36038222e+01    1.51422743e+01
530      1.99526231e+05    2.36037248e+01    1.51421046e+01
531      2.04173794e+05    2.36036229e+01    1.51419268e+01
532      2.08929613e+05    2.36035161e+01    1.51417407e+01
533      2.13796209e+05    2.36034043e+01    1.51415459e+01
534      2.18776162e+05    2.36032873e+01    1.51413418e+01
535      2.23872114e+05    2.36031647e+01    1.51411282e+01
536      2.29086765e+05    2.36030364e+01    1.51409044e+01
537      2.34422882e+05    2.36029020e+01    1.51406702e+01
538      2.39883292e+05    2.36027613e+01    1.51404249e+01
539      2.45470892e+05    2.36026139e+01    1.51401681e+01
540      2.51188643e+05    2.36024597e+01    1.51398992e+01
541      2.57039578e+05    2.36022981e+01    1.51396176e+01
542      2.63026799e+05    2.36021290e+01    1.51393228e+01
543      2.69153480e+05    2.36019518e+01    1.51390141e+01
544      2.75422870e+05    2.36017664e+01    1.51386908e+01
545      2.81838293e+05    2.36015722e+01    1.51383524e+01
546      2.88403150e+05    2.36013689e+01    1.51379980e+01
547      2.95120923e+05    2.36011560e+01    1.51376270e+01
548      3.01995172e+05    2.36009331e+01    1.51372385e+01
549      3.09029543e+05    2.36006996e+01    1.51368317e+01
550      3.16227766e+05    2.36004552e+01    1.51364058e+01
551      3.23593657e+05    2.36001993e+01    1.51359598e+01
552      3.31131121e+05    2.35999314e+01    1.51354929e+01
553      3.38844156e+05    2.35996508e+01    1.51350040e+01
554      3.46736850e+05    2.35993571e+01    1.51344922e+01
555      3.54813389e+05    2.35990495e+01    1.51339562e+01
556      3.63078055e+05    2.35987274e+01    1.51333951e+01
557      3.71535229e+05    2.35983902e+01    1.51328076e+01
558      3.80189396e+05    2.35980371e+01    1.51321924e+01
559      3.89045145e+05    2.35976674e+01    1.51315484e+01
560      3.98107171e+05    2.35972803e+01    1.51308741e+01
561      4.07380278e+05    2.35968751e+01    1.51301681e+01
562      4.16869383e+05    2.35964507e+01    1.51294290e+01
563      4.26579519e+05    2.35960064e+01    1.51286551e+01
564      4.36515832e+05    2.35955412e+01    1.51278449e+01
565      4.46683592e+05    2.35950542e+01    1.51269966e+01
566      4.57088190e+05    2.35945442e+01    1.51261085e+01
567      4.67735141e+05    2.35940103e+01    1.51251787e+01
568      4.78630092e+05    2.35934513e+01    1.51242053e+01
569      4.89778819e+05    2.35928660e+01    1.51231863e+01
570      5.01187234e+05    2.35922532e+01    1.51221194e+01
571      5.12861384e+05    2.35916117e+01    1.51210024e+01
572      5.24807460e+05    2.35909400e+01    1.51198331e+01
573      5.37031796e+05    2.35902367e+01    1.51186090e+01
574      5.49540874e+05    2.35895005e+01    1.51173275e+01
575      5.62341325e+05    2.35887296e+01    1.51159860e+01
576      5.75439937e+05    2.35879226e+01    1.51145816e+01
577      5.88843655e+05    2.35870777e+01    1.51131115e+01
578      6.02559586e+05    2.35861932e+01    1.51115725e+01
579      6.16595002e+05    2.35852672e+01    1.51099615e+01
580      6.30957344e+05    2.35842977e+01    1.51082751e+01
581      6.45654229e+05    2.35832828e+01    1.51065099e+01
582      6.60693448e+05    2.35822203e+01    1.51046621e+01
583      6.76082975e+05    2.35811080e+01    1.51027280e+01
584      6.91830971e+05    2.35799436e+01    1.51007035e+01
585      7.07945784e+05    2.35787247e+01    1.50985845e+01
586      7.24435960e+05    2.35774487e+01    1.50963666e+01
587      7.41310241e+05    2.35761129e+01    1.50940452e+01
588      7.58577575e+05    2.35747146e+01    1.50916155e+01
589      7.76247117e+05    2.35732510e+01    1.50890726e+01
590      7.94328235e+05    2.35717188e+01    1.50864112e+01
591      8.12830516e+05    2.35701151e+01    1.50836259e+01
592      8.31763771e+05    2.35684363e+01    1.50807110e+01
593      8.51138038e+05    2.35666792e+01    1.50776605e+01
594      8.70963590e+05    2.35648400e+01    1.50744682e+01
595      8.91250938e+05    2.35629150e+01    1.50711277e+01
596      9.12010839e+05    2.35609002e+01    1.50676321e+01
597      9.33254301e+05    2.35587914e+01    1.50639744e+01
598      9.54992586e+05    2.35565843e+01    1.50601471e+01
599      9.77237221e+05    2.35542744e+01    1.50561426e+01
600      1.00000000e+06    2.35518569e+01    1.50519528e+01
601      1.02329299e+06    2.35493270e+01    1.50475692e+01
602      1.04712855e+06    2.35466794e+01    1.50429832e+01
603      1.07151931e+06    2.35439088e+01    1.50381856e+01
604      1.09647820e+06    2.35410095e+01    1.50331667e+01
605      1.12201845e+06    2.35379756e+01    1.50279167e+01
606      1.14815362e+06    2.35348010e+01    1.50224252e+01
607      1.17489755e+06    2.35314793e+01    1.50166813e+01
608      1.20226443e+06    2.35280037e+01    1.50106738e+01
609      1.23026877e+06    2.35243674e+01    1.50043908e+01
610      1.25892541e+06    2.35205629e+01    1.49978202e+01
611      1.28824955e+06    2.35165827e+01    1.49909492e+01
612      1.31825674e+06    2.35124188e+01    1.49837645e+01
613      1.34896288e+06    2.35080629e+01    1.49762522e+01
614      1.38038426e+06    2.35035064e+01    1.49683980e+01
615      1.41253754e+06    2.34987404e+01    1.49601869e+01
616      1.44543977e+06    2.34937553e+01    1.49516032e+01
617      1.47910839e+06    2.34885413e+01    1.49426308e+01
618      1.51356125e+06    2.34830884e+01    1.49332529e+01
619      1.54881662e+06    2.34773858e+01    1.49234519e+01
620      1.58489319e+06    2.34714224e+01    1.49132096e+01
621      1.62181010e+06    2.34651868e+01    1.49025072e+01
622      1.65958691e+06    2.34586669e+01    1.48913251e+01
623      1.69824365e+06    2.34518502e+01    1.48796429e+01
624      1.73780083e+06    2.34447236e+01    1.48674395e+01
625      1.77827941e+06    2.34372737e+01    1.48546932e+01
626      1.81970086e+06    2.34294864e+01    1.48413812e+01
627      1.86208714e+06    2.34213470e+01    1.48274802e+01
628      1.90546072e+06    2.34128404e+01    1.48129657e+01
629      1.94984460e+06    2.34039506e+01    1.47978129e+01
630      1.99526231e+06    2.33946614e+01    1.47819956e+01
631      2.04173794e+06    2.33849556e+01    1.47654871e+01
632      2.08929613e+06    2.33748156e+01    1.47482598e+01
633      2.13796209e+06    2.33642230e+01    1.47302850e+01
634      2.18776162e+06    2.33531588e+01    1.47115333e+01
635      2.23872114e+06    2.33416033e+01    1.46919745e+01
636      2.29086765e+06    2.33295361e+01    1.46715772e+01
637      2.34422882e+06    2.33169360e+01    1.46503095e+01
638      2.39883292e+06    2.33037811e+01    1.46281383e+01
639      2.45470892e+06    2.32900489e+01    1.46050297e+01
640      2.51188643e+06    2.32757158e+01    1.45809490e+01
641      2.57039578e+06    2.32607578e+01    1.45558607e+01
642      2.63026799e+06    2.32451498e+01    1.45297282e+01
643      2.69153480e+06    2.32288662e+01    1.45025145e+01
644      2.75422870e+06    2.32118803e+01    1.44741815e+01
645      2.81838293e+06    2.31941648e+01    1.44446905e+01
646      2.88403150e+06    2.31756916e+01    1.44140020e+01
647      2.95120923e+06    2.31564315e+01    1.43820759e+01
648      3.01995172e+06    2.31363549e+01    1.43488715e+01
649      3.09029543e+06    2.31154311e+01    1.43143475e+01
650      3.16227766e+06    2.30936287e+01    1.42784622e+01
651      3.23593657e+06    2.30709155e+01    1.42411734e+01
652      3.31131121e+06    2.30472585e+01    1.42024387e+01
653      3.38844156e+06    2.30226239e+01    1.41622154e+01
654      3.46736850e+06    2.29969772e+01    1.41204604e+01
655      3.54813389e+06    2.29702831e+01    1.40771311e+01
656      3.63078055e+06    2.29425057e+01    1.40321845e+01
657      3.71535229e+06    2.29136084e+01    1.39855780e+01
658      3.80189396e+06    2.28835539e+01    1.39372694e+01
659      3.89045145e+06    2.28523042e+01    1.38872167e+01
660      3.98107171e+06    2.28198211e+01    1.38353788e+01
661      4.07380278e+06    2.27860654e+01    1.37817152e+01
662      4.16869383e+06    2.27509978e+01    1.37261864e+01
663      4.26579519e+06    2.27145786e+01    1.36687540e+01
664      4.36515832e+06    2.26767674e+01    1.36093809e+01
665      4.46683592e+06    2.26375239e+01    1.35480315e+01
666      4.57088190e+06    2.25968075e+01    1.34846717e+01
667      4.67735141e+06    2.25545774e+01    1.34192694e+01
668      4.78630092e+06    2.25107928e+01    1.33517945e+01
669      4.89778819e+06    2.24654129e+01    1.32822192e+01
670      5.01187234e+06    2.24183970e+01    1.32105182e+01
671      5.12861384e+06    2.23697049e+01    1.31366687e+01
672      5.24807460e+06    2.23192964e+01    1.30606509e+01
673      5.37031796e+06    2.22671319e+01    1.29824481e+01
674      5.49540874e+06    2.22131722e+01    1.29020467e+01
675      5.62341325e+06    2.21573789e+01    1.28194368e+01
676      5.75439937e+06    2.20997143e+01    1.27346120e+01
677      5.88843655e+06    2.20401416e+01    1.26475697e+01
678      6.02559586e+06    2.19786249e+01    1.25583113e+01
679      6.16595002e+06    2.19151294e+01    1.24668424e+01
680      6.30957344e+06    2.18496216e+01    1.23731729e+01
681      6.45654229e+06    2.17820693e+01    1.22773169e+01
682      6.60693448e+06    2.17124417e+01    1.21792932e+01
683      6.76082975e+06    2.16407096e+01    1.20791252e+01
684      6.91830971e+06    2.15668454e+01    1.19768406e+01
685      7.07945784e+06    2.14908233e+01    1.18724723e+01
686      7.24435960e+06    2.14126193e+01    1.17660574e+01
687      7.41310241e+06    2.13322114e+01    1.16576381e+01
688      7.58577575e+06    2.12495796e+01    1.15472610e+01
689      7.76247117e+06    2.11647061e+01    1.14349773e+01
690      7.94328235e+06    2.10775752e+01    1.13208428e+01
691      8.12830516e+06    2.09881734e+01    1.12049177e+01
692      8.31763771e+06    2.08964897e+01    1.10872665e+01
693      8.51138038e+06    2.08025153e+01    1.09679576e+01
694      8.70963590e+06    2.07062438e+01    1.08470636e+01
695      8.91250938e+06    2.06076712e+01    1.07246606e+01
696      9.12010839e+06    2.05067960e+01    1.06008283e+01
697      9.33254301e+06    2.04036191e+01    1.04756494e+01
698      9.54992586e+06    2.02981439e+01    1.03492099e+01
699      9.77237221e+06    2.01903762e+01    1.02215983e+01
700      1.00000000e+07    2.00803241e+01    1.00929054e+01
701      1.02329299e+07    1.99679980e+01    9.96322418e+00
702      1.04712855e+07    1.98534110e+01    9.83264932e+00
703      1.07151931e+07    1.97365781e+01    9.70127696e+00
704      1.09647820e+07    1.96175165e+01    9.56920428e+00
705      1.12201845e+07    1.94962458e+01    9.43652927e+00
706      1.14815362e+07    1.93727875e+01    9.30335031e+00
707      1.17489755e+07    1.92471650e+01    9.16976589e+00
708      1.20226443e+07    1.91194036e+01    9.03587430e+00
709      1.23026877e+07    1.89895306e+01    8.90177328e+00
710      1.25892541e+07    1.88575747e+01    8.76755972e+00
711      1.28824955e+07    1.87235662e+01    8.63332940e+00
712      1.31825674e+07    1.85875372e+01    8.49917668e+00
713      1.34896288e+07    1.84495206e+01    8.36519428e+00
714      1.38038426e+07    1.83095511e+01    8.23147295e+00
715      1.41253754e+07    1.81676642e+01    8.09810135e+00
716      1.44543977e+07    1.80238963e+01    7.96516574e+00
717      1.47910839e+07    1.78782851e+01    7.83274985e+00
718      1.51356125e+07    1.77308688e+01    7.70093470e+00
719      1.54881662e+07    1.75816863e+01    7.56979843e+00
720      1.58489319e+07    1.74307771e+01    7.43941616e+00
721      1.62181010e+07    1.72781811e+01    7.30985991e+00
722      1.65958691e+07    1.71239386e+01    7.18119849e+00
723      1.69824365e+07    1.69680902e+01    7.05349742e+00
724      1.73780083e+07    1.68106766e+01    6.92681887e+00
725      1.77827941e+07    1.66517386e+01    6.80122164e+00
726      1.81970086e+07    1.64913168e+01    6.67676111e+00
727      1.86208714e+07    1.63294519e+01    6.55348928e+00
728      1.90546072e+07    1.61661843e+01    6.43145472e+00
729      1.94984460e+07    1.60015543e+01    6.31070264e+00
730      1.99526231e+07    1.58356017e+01    6.19127487e+00
731      2.04173794e+07    1.56683659e+01    6.07320998e+00
732      2.08929613e+07    1.54998860e+01    5.95654329e+00
733      2.13796209e+07    1.53302005e+01    5.84130692e+00
734      2.18776162e+07    1.51593473e+01    5.72752992e+00
735      2.23872114e+07    1.49873639e+01    5.61523831e+00
736      2.29086765e+07    1.48142868e+01    5.50445518e+00
737      2.34422882e+07    1.46401522e+01    5.39520078e+00
738      2.39883292e+07    1.44649955e+01    5.28749262e+00
739      2.45470892e+07    1.42888512e+01    5.18134560e+00
740      2.51188643e+07    1.41117533e+01    5.07677206e+00
741      2.57039578e+07    1.39337348e+01    4.97378193e+00
742      2.63026799e+07    1.37548281e+01    4.87238284e+00
743      2.69153480e+07    1.35750647e+01    4.77258019e+00
744      2.75422870e+07    1.33944753e+01    4.67437730e+00
745      2.81838293e+07    1.32130898e+01    4.57777549e+00
746      2.88403150e+07    1.30309373e+01    4.48277421e+00
747      2.95120923e+07    1.28480461e+01    4.38937113e+00
748      3.01995172e+07    1.26644435e+01    4.29756226e+00
749      3.09029543e+07    1.24801564e+01    4.20734203e+00
750      3.16227766e+07    1.22952104e+01    4.11870341e+00
751      3.23593657e+07    1.21096306e+01    4.03163801e+00
752      3.31131121e+07    1.19234413e+01    3.94613613e+00
753      3.38844156e+07    1.17366658e+01    3.86218693e+00
754      3.46736850e+07    1.15493269e+01    3.77977845e+00
755      3.54813389e+07    1.13614465e+01    3.69889772e+00
756      3.63078055e+07    1.11730457e+01    3.61953085e+00
757      3.71535229e+07    1.09841449e+01    3.54166310e+00
758      3.80189396e+07    1.07947640e+01    3.46527893e+00
759      3.89045145e+07    1.06049218e+01    3.39036214e+00
760      3.98107171e+07    1.04146367e+01    3.31689585e+00
761      4.07380278e+07    1.02239264e+01    3.24486265e+00
762      4.16869383e+07    1.00328078e+01    3.17424459e+00
763      4.26579519e+07    9.84129722e+00    3.10502328e+00
764      4.36515832e+07    9.64941047e+00    3.03717995e+00
765      4.46683592e+07    9.45716263e+00    2.97069545e+00
766      4.57088190e+07    9.26456823e+00    2.90555039e+00
767      4.67735141e+07    9.07164119e+00    2.84172508e+00
768      4.78630092e+07    8.87839493e+00    2.77919965e+00
769      4.89778819e+07    8.68484229e+00    2.71795408e+00
770      5.01187234e+07    8.49099559e+00    2.65796819e+00
771      5.12861384e+07    8.29686664e+00    2.59922175e+00
772      5.24807460e+07    8.10246677e+00    2.54169444e+00
773      5.37031796e+07    7.90780682e+00    2.48536593e+00
774      5.49540874e+07    7.71289717e+00    2.43021590e+00
775      5.62341325e+07    7.51774774e+00    2.37622405e+00
776      5.75439937e+07    7.32236803e+00    2.32337013e+00
777      5.88843655e+07    7.12676712e+00    2.27163398e+00
778      6.02559586e+07    6.93095367e+00    2.22099552e+00
779      6.16595002e+07    6.73493596e+00    2.17143482e+00
780      6.30957344e+07    6.53872187e+00    2.12293205e+00
781      6.45654229e+07    6.34231895e+00    2.07546755e+00
782      6.60693448e+07    6.14573434e+00    2.02902182e+00
783      6.76082975e+07    5.94897488e+00    1.98357554e+00
784      6.91830971e+07    5.75204705e+00    1.93910958e+00
785      7.07945784e+07    5.55495701e+00    1.89560502e+00
786      7.24435960e+07    5.35771063e+00    1.85304315e+00
787      7.41310241e+07    5.16031344e+00    1.81140546e+00
788      7.58577575e+07    4.96277070e+00    1.77067369e+00
789      7.76247117e+07    4.76508739e+00    1.73082982e+00
790      7.94328235e+07    4.56726819e+00    1.69185605e+00
791      8.12830516e+07    4.36931753e+00    1.65373484e+00
792      8.31763771e+07    4.17123958e+00    1.61644890e+00
793      8.51138038e+07    3.97303824e+00    1.57998117e+00
794      8.70963590e+07    3.77471719e+00    1.54431489e+00
795      8.91250938e+07    3.57627985e+00    1.50943353e+00
796      9.12010839e+07    3.37772941e+00    1.47532082e+00
797      9.33254301e+07    3.17906884e+00    1.44196076e+00
798      9.54992586e+07    2.98030089e+00    1.40933762e+00
799      9.77237221e+07    2.78142807e+00    1.37743592e+00
800      1.00000000e+08    2.58245271e+00    1.34624045e+00
801      1.02329299e+08    2.38337690e+00    1.31573627e+00
802      1.04712855e+08    2.18420256e+00    1.28590868e+00
803      1.07151931e+08    1.98493137e+00    1.25674327e+00
804      1.09647820e+08    1.78556485e+00    1.22822588e+00
805      1.12201845e+08    1.58610431e+00    1.20034259e+00
806      1.14815362e+08    1.38655085e+00    1.17307976e+00
807      1.17489755e+08    1.18690540e+00    1.14642400e+00
808      1.20226443e+08    9.87168708e-01    1.12036217e+00
809      1.23026877e+08    7.87341318e-01    1.09488137e+00
810      1.25892541e+08    5.87423596e-01    1.06996896e+00
811      1.28824955e+08    3.87415722e-01    1.04561255e+00
812      1.31825674e+08    1.87317692e-01    1.02179997e+00
813      1.34896288e+08   -1.28706835e-02    9.98519305e-01
814      1.38038426e+08   -2.13149778e-01    9.75758877e-01
815      1.41253754e+08   -4.13520150e-01    9.53507234e-01
816      1.44543977e+08   -6.13982546e-01    9.31753157e-01
817      1.47910839e+08   -8.14537897e-01    9.10485650e-01
818      1.51356125e+08   -1.01518733e+00    8.89693943e-01
819      1.54881662e+08   -1.21593215e+00    8.69367484e-01
820      1.58489319e+08   -1.41677386e+00    8.49495939e-01
821      1.62181010e+08   -1.61771417e+00    8.30069184e-01
822      1.65958691e+08   -1.81875498e+00    8.11077307e-01
823      1.69824365e+08   -2.01989840e+00    7.92510601e-01
824      1.73780083e+08   -2.22114672e+00    7.74359560e-01
825      1.77827941e+08   -2.42250246e+00    7.56614878e-01
826      1.81970086e+08   -2.62396837e+00    7.39267445e-01
827      1.86208714e+08   -2.82554738e+00    7.22308343e-01
828      1.90546072e+08   -3.02724267e+00    7.05728842e-01
829      1.94984460e+08   -3.22905764e+00    6.89520397e-01
830      1.99526231e+08   -3.43099593e+00    6.73674647e-01
831      2.04173794e+08   -3.63306142e+00    6.58183406e-01
832      2.08929613e+08   -3.83525822e+00    6.43038668e-01
833      2.13796209e+08   -4.03759072e+00    6.28232593e-01
834      2.18776162e+08   -4.24006354e+00    6.13757515e-01
835      2.23872114e+08   -4.44268160e+00    5.99605931e-01
836      2.29086765e+08   -4.64545008e+00    5.85770500e-01
837      2.34422882e+08   -4.84837443e+00    5.72244041e-01
838      2.39883292e+08   -5.05146041e+00    5.59019528e-01
839      2.45470892e+08   -5.25471408e+00    5.46090091e-01
840      2.51188643e+08   -5.45814179e+00    5.33449006e-01
841      2.57039578e+08   -5.66175024e+00    5.21089699e-01
842      2.63026799e+08   -5.86554643e+00    5.09005739e-01
843      2.69153480e+08   -6.06953771e+00    4.97190835e-01
844      2.75422870e+08   -6.27373177e+00    4.85638838e-01
845      2.81838293e+08   -6.47813668e+00    4.74343732e-01
846      2.88403150e+08   -6.68276085e+00    4.63299634e-01
847      2.95120923e+08   -6.88761309e+00    4.52500794e-01
848      3.01995172e+08   -7.09270259e+00    4.41941587e-01
849      3.09029543e+08   -7.29803895e+00    4.31616514e-01
850      3.16227766e+08   -7.50363218e+00    4.21520200e-01
851      3.23593657e+08   -7.70949270e+00    4.11647389e-01
852      3.31131121e+08   -7.91563139e+00    4.01992944e-01
853      3.38844156e+08   -8.12205957e+00    3.92551844e-01
854      3.46736850e+08   -8.32878901e+00    3.83319179e-01
855      3.54813389e+08   -8.53583195e+00    3.74290154e-01
856      3.63078055e+08   -8.74320111e+00    3.65460079e-01
857      3.71535229e+08   -8.95090972e+00    3.56824375e-01
858      3.80189396e+08   -9.15897150e+00    3.48378564e-01
859      3.89045145e+08   -9.36740067e+00    3.40118274e-01
860      3.98107171e+08   -9.57621199e+00    3.32039232e-01
861      4.07380278e+08   -9.78542075e+00    3.24137264e-01
862      4.16869383e+08   -9.99504277e+00    3.16408296e-01
863      4.26579519e+08   -1.02050944e+01    3.08848345e-01
864      4.36515832e+08   -1.04155926e+01    3.01453526e-01
865      4.46683592e+08   -1.06265549e+01    2.94220043e-01
866      4.57088190e+08   -1.08379993e+01    2.87144191e-01
867      4.67735141e+08   -1.10499444e+01    2.80222355e-01
868      4.78630092e+08   -1.12624095e+01    2.73451006e-01
869      4.89778819e+08   -1.14754143e+01    2.66826701e-01
870      5.01187234e+08   -1.16889791e+01    2.60346082e-01
871      5.12861384e+08   -1.19031249e+01    2.54005871e-01
872      5.24807460e+08   -1.21178731e+01    2.47802876e-01
873      5.37031796e+08   -1.23332459e+01    2.41733982e-01
874      5.49540874e+08   -1.25492657e+01    2.35796153e-01
875      5.62341325e+08   -1.27659557e+01    2.29986432e-01
876      5.75439937e+08   -1.29833395e+01    2.24301937e-01
877      5.88843655e+08   -1.32014414e+01    2.18739861e-01
878      6.02559586e+08   -1.34202859e+01    2.13297472e-01
879      6.16595002e+08   -1.36398980e+01    2.07972110e-01
880      6.30957344e+08   -1.38603035e+01    2.02761187e-01
881      6.45654229e+08   -1.40815281e+01    1.97662187e-01
882      6.60693448e+08   -1.43035982e+01    1.92672659e-01
883      6.76082975e+08   -1.45265403e+01    1.87790225e-01
884      6.91830971e+08   -1.47503815e+01    1.83012573e-01
885      7.07945784e+08   -1.49751487e+01    1.78337455e-01
886      7.24435960e+08   -1.52008694e+01    1.73762690e-01
887      7.41310241e+08   -1.54275709e+01    1.69286160e-01
888      7.58577575e+08   -1.56552808e+01    1.64905812e-01
889      7.76247117e+08   -1.58840264e+01    1.60619651e-01
890      7.94328235e+08   -1.61138353e+01    1.56425746e-01
891      8.12830516e+08   -1.63447346e+01    1.52322223e-01
892      8.31763771e+08   -1.65767514e+01    1.48307266e-01
893      8.51138038e+08   -1.68099123e+01    1.44379118e-01
894      8.70963590e+08   -1.70442435e+01    1.40536076e-01
895      8.91250938e+08   -1.72797708e+01    1.36776492e-01
896      9.12010839e+08   -1.75165193e+01    1.33098768e-01
897      9.33254301e+08   -1.77545133e+01    1.29501362e-01
898      9.54992586e+08   -1.79937763e+01    1.25982779e-01
899      9.77237221e+08   -1.82343310e+01    1.22541573e-01
900      1.00000000e+09   -1.84761988e+01    1.19176345e-01
901      1.02329299e+09   -1.87194000e+01    1.15885740e-01
902      1.04712855e+09   -1.89639537e+01    1.12668448e-01
903      1.07151931e+09   -1.92098774e+01    1.09523201e-01
904      1.09647820e+09   -1.94571871e+01    1.06448769e-01
905      1.12201845e+09   -1.97058971e+01    1.03443962e-01
906      1.14815362e+09   -1.99560199e+01    1.00507624e-01
907      1.17489755e+09   -2.02075661e+01    9.76386341e-02
908      1.20226443e+09   -2.04605441e+01    9.48359050e-02
909      1.23026877e+09   -2.07149604e+01    9.20983778e-02
910      1.25892541e+09   -2.09708188e+01    8.94250224e-02
911      1.28824955e+09   -2.12281211e+01    8.68148348e-02
912      1.31825674e+09   -2.14868664e+01    8.42668349e-02
913      1.34896288e+09   -2.17470510e+01    8.17800647e-02
914      1.38038426e+09   -2.20086688e+01    7.93535861e-02
915      1.41253754e+09   -2.22717108e+01    7.69864791e-02
916      1.44543977e+09   -2.25361651e+01    7.46778395e-02
917      1.47910839e+09   -2.28020168e+01    7.24267773e-02
918      1.51356125e+09   -2.30692480e+01    7.02324147e-02
919      1.54881662e+09   -2.33378378e+01    6.80938842e-02
920      1.58489319e+09   -2.36077623e+01    6.60103271e-02
921      1.62181010e+09   -2.38789942e+01    6.39808917e-02
922      1.65958691e+09   -2.41515033e+01    6.20047319e-02
923      1.69824365e+09   -2.44252561e+01    6.00810057e-02
924      1.73780083e+09   -2.47002161e+01    5.82088738e-02
925      1.77827941e+09   -2.49763434e+01    5.63874986e-02
926      1.81970086e+09   -2.52535953e+01    5.46160433e-02
927      1.86208714e+09   -2.55319259e+01    5.28936704e-02
928      1.90546072e+09   -2.58112863e+01    5.12195414e-02
929      1.94984460e+09   -2.60916246e+01    4.95928163e-02
930      1.99526231e+09   -2.63728861e+01    4.80126522e-02
931      2.04173794e+09   -2.66550132e+01    4.64782041e-02
932      2.08929613e+09   -2.69379458e+01    4.49886238e-02
933      2.13796209e+09   -2.72216211e+01    4.35430600e-02
934      2.18776162e+09   -2.75059737e+01    4.21406584e-02
935      2.23872114e+09   -2.77909359e+01    4.07805619e-02
936      2.29086765e+09   -2.80764379e+01    3.94619105e-02
937      2.34422882e+09   -2.83624075e+01    3.81838420e-02
938      2.39883292e+09   -2.86487709e+01    3.69454921e-02
939      2.45470892e+09   -2.89354521e+01    3.57459953e-02
940      2.51188643e+09   -2.92223737e+01    3.45844850e-02
941      2.57039578e+09   -2.95094567e+01    3.34600946e-02
942      2.63026799e+09   -2.97966207e+01    3.23719579e-02
943      2.69153480e+09   -3.00837840e+01    3.13192102e-02
944      2.75422870e+09   -3.03708640e+01    3.03009887e-02
945      2.81838293e+09   -3.06577773e+01    2.93164336e-02
946      2.88403150e+09   -3.09444396e+01    2.83646887e-02
947      2.95120923e+09   -3.12307661e+01    2.74449027e-02
948      3.01995172e+09   -3.15166718e+01    2.65562294e-02
949      3.09029543e+09   -3.18020713e+01    2.56978291e-02
950      3.16227766e+09   -3.20868792e+01    2.48688692e-02
951      3.23593657e+09   -3.23710105e+01    2.40685250e-02
952      3.31131121e+09   -3.26543801e+01    2.32959805e-02
953      3.38844156e+09   -3.29369038e+01    2.25504291e-02
954      3.46736850e+09   -3.32184977e+01    2.18310746e-02
955      3.54813389e+09   -3.34990790e+01    2.11371315e-02
